문제제목,입출력 예,자바파일
외벽 점검,"n | weak | dist | result
--- | --- | --- | ---
12 | [1, 5, 6, 10] | [1, 2, 3, 4] | 2
12 | [1, 3, 4, 9, 10] | [3, 5, 7] | 1","class Solution {
    public int solution(int n, int[] weak, int[] dist) {
        int answer = 0;
        return answer;
    }
}"
바이러스 파이프,"그룹 | 총점 | 테스트 케이스 그룹 설명
--- | --- | ---
#1 | 10% | 트리가 일렬 모양입니다. 즉, 각 배양체에 연결된 파이프는 1개 혹은 2개입니다.
#2 | 20% | 파이프의 type은 A 혹은 B만 주어집니다.
#3 | 30% | 한 배양체에 연결된 파이프의 type이 모두 다릅니다.
#4 | 40% | 추가 제한 사항 없음

n | infection | edges | k | result
--- | --- | --- | --- | ---
10 | 1 | [[1, 2, 1], [1, 3, 1], [1, 4, 3], [1, 5, 2], [5, 6, 1], [5, 7, 1], [2, 8, 3], [2, 9, 2], [9, 10, 1]] | 2 | 6
7 | 6 | [[1, 2, 3], [1, 4, 3], [4, 5, 1], [5, 6, 1], [3, 6, 2], [3, 7, 2]] | 3 | 7","class Solution {
    public int solution(int n, int infection, int[][] edges, int k) {
        int answer = 0;
        return answer;
    }
}"
[3차] 자동완성,"words | result
--- | ---
[""go"",""gone"",""guild""] | 7
[""abc"",""def"",""ghi"",""jklm""] | 4
[""word"",""war"",""warrior"",""world""] | 15","class Solution {
    public int solution(String[] words) {
        int answer = 0;
        return answer;
    }
}"
스타 수열,"a | result
--- | ---
[0] | 0
[5,2,3,3,5,3] | 4
[0,3,3,0,7,2,0,2,2,0] | 8","class Solution {
    public int solution(int[] a) {
        int answer = -1;
        return answer;
    }
}"
등산코스 정하기,"n | paths | gates | summits | result
--- | --- | --- | --- | ---
6 | [[1, 2, 3], [2, 3, 5], [2, 4, 2], [2, 5, 4], [3, 4, 4], [4, 5, 3], [4, 6, 1], [5, 6, 1]] | [1, 3] | [5] | [5, 3]
7 | [[1, 4, 4], [1, 6, 1], [1, 7, 3], [2, 5, 2], [3, 7, 4], [5, 6, 6]] | [1] | [2, 3, 4] | [3, 4]
7 | [[1, 2, 5], [1, 4, 1], [2, 3, 1], [2, 6, 7], [4, 5, 1], [5, 6, 1], [6, 7, 1]] | [3, 7] | [1, 5] | [5, 1]
5 | [[1, 3, 10], [1, 4, 20], [2, 3, 4], [2, 4, 6], [3, 5, 20], [4, 5, 6]] | [1, 2] | [5] | [5, 6]","class Solution {
    public int[] solution(int n, int[][] paths, int[] gates, int[] summits) {
        int[] answer = {};
        return answer;
    }
}"
노란불 신호등,"신호등 | 초록불 | 노란불 | 빨간불
--- | --- | --- | ---
1번 | 2초 | 1초 | 2초
2번 | 5초 | 1초 | 1초

그룹 | 총점 | 추가 제한 사항
--- | --- | ---
#1 | 30% | 신호등이 모두 노란불이 되는 시각이 20 이하인 정답이 존재합니다.
#2 | 30% | 신호등이 모두 노란불이 되는 경우가 존재합니다.
#3 | 40% | 추가 제한 사항 없음

signals | result
--- | ---
[[2, 1, 2], [5, 1, 1]] | 13
[[2, 3, 2], [3, 1, 3], [2, 1, 1]] | 11
[[3, 3, 3], [5, 4, 2], [2, 1, 2]] | 193
[[1, 1, 4], [2, 1, 3], [3, 1, 2], [4, 1, 1]] | -1

신호등 | 초록불 | 노란불 | 빨간불
--- | --- | --- | ---
1번 | 2초 | 3초 | 2초
2번 | 3초 | 1초 | 3초
3번 | 2초 | 1초 | 1초

신호등 | 초록불 | 노란불 | 빨간불
--- | --- | --- | ---
1번 | 3초 | 3초 | 3초
2번 | 5초 | 4초 | 2초
3번 | 2초 | 1초 | 2초","class Solution {
    public int solution(int[][] signals) {
        int answer = 0;
        return answer;
    }
}"
N으로 표현,"N | number | return
--- | --- | ---
5 | 12 | 4
2 | 11 | 3","class Solution {
    public int solution(int N, int number) {
        int answer = 0;
        return answer;
    }
}"
아이템 줍기,"rectangle | characterX | characterY | itemX | itemY | result
--- | --- | --- | --- | --- | ---
[[1,1,7,4],[3,2,5,5],[4,3,6,9],[2,6,8,8]] | 1 | 3 | 7 | 8 | 17
[[1,1,8,4],[2,2,4,9],[3,6,9,8],[6,3,7,7]] | 9 | 7 | 6 | 1 | 11
[[1,1,5,7]] | 1 | 1 | 4 | 7 | 9
[[2,1,7,5],[6,4,10,10]] | 3 | 1 | 7 | 10 | 15
[[2,2,5,5],[1,3,6,4],[3,1,4,6]] | 1 | 4 | 6 | 3 | 10","class Solution {
    public int solution(int[][] rectangle, int characterX, int characterY, int itemX, int itemY) {
        int answer = 0;
        return answer;
    }
}"
카운트 다운,"target | result
--- | ---
21 | [1,0]
58 | [2,2]","class Solution {
    public int[] solution(int target) {
        int[] answer = {};
        return answer;
    }
}"
표 병합,"commands | 효과
--- | ---
UPDATE 1 1 menu | (1,1)에""menu""입력
UPDATE 1 2 category | (1,2)에""category""입력
UPDATE 2 1 bibimbap | (2,1)에""bibimbap""입력
UPDATE 2 2 korean | (2,2)에""korean""입력
UPDATE 2 3 rice | (2,3)에""rice""입력
UPDATE 3 1 ramyeon | (3,1)에""ramyeon""입력
UPDATE 3 2 korean | (3,2)에""korean""입력
UPDATE 3 3 noodle | (3,3)에""noodle""입력
UPDATE 3 4 instant | (3,4)에""instant""입력
UPDATE 4 1 pasta | (4,1)에""pasta""입력
UPDATE 4 2 italian | (4,2)에""italian""입력
UPDATE 4 3 noodle | (4,3)에""noodle""입력

commands | 효과
--- | ---
MERGE 1 2 1 3 | (1,2)와 (1,3) 병합
MERGE 1 3 1 4 | (1,3)과 (1,4) 병합

commands | 효과
--- | ---
UPDATE korean hansik | ""korean""을""hansik""으로 변경
UPDATE 1 3 group | (1,3) 위치의 셀 값을""group""으로 변경

commands | 효과
--- | ---
UNMERGE 1 4 | 셀 병합 해제 후 원래 값은 (1,4)가 가짐

commands | result
--- | ---
[""UPDATE 1 1 menu"", ""UPDATE 1 2 category"", ""UPDATE 2 1 bibimbap"", ""UPDATE 2 2 korean"", ""UPDATE 2 3 rice"", ""UPDATE 3 1 ramyeon"", ""UPDATE 3 2 korean"", ""UPDATE 3 3 noodle"", ""UPDATE 3 4 instant"", ""UPDATE 4 1 pasta"", ""UPDATE 4 2 italian"", ""UPDATE 4 3 noodle"", ""MERGE 1 2 1 3"", ""MERGE 1 3 1 4"", ""UPDATE korean hansik"", ""UPDATE 1 3 group"", ""UNMERGE 1 4"", ""PRINT 1 3"", ""PRINT 1 4""] | [""EMPTY"", ""group""]
[""UPDATE 1 1 a"", ""UPDATE 1 2 b"", ""UPDATE 2 1 c"", ""UPDATE 2 2 d"", ""MERGE 1 1 1 2"", ""MERGE 2 2 2 1"", ""MERGE 2 1 1 1"", ""PRINT 1 1"", ""UNMERGE 2 2"", ""PRINT 1 1""] | [""d"", ""EMPTY""]","class Solution {
    public String[] solution(String[] commands) {
        String[] answer = {};
        return answer;
    }
}"
완전범죄,"그룹 | 총점 | 테스트 케이스 그룹 설명
--- | --- | ---
#1 | 15% | info[i][1]= 1
#2 | 40% | info의 길이 ≤ 20
#3 | 45% | 추가 제한 사항 없음

info | n | m | result
--- | --- | --- | ---
[[1, 2], [2, 3], [2, 1]] | 4 | 4 | 2
[[1, 2], [2, 3], [2, 1]] | 1 | 7 | 0
[[3, 3], [3, 3]] | 7 | 1 | 6
[[3, 3], [3, 3]] | 6 | 1 | -1","class Solution {
    public int solution(int[][] info, int n, int m) {
        int answer = 0;
        return answer;
    }
}"
카카오프렌즈 컬러링북,"m | n | picture | answer
--- | --- | --- | ---
6 | 4 | [[1, 1, 1, 0], [1, 2, 2, 0], [1, 0, 0, 1], [0, 0, 0, 1], [0, 0, 0, 3], [0, 0, 0, 3]] | [4, 5]","class Solution {
    public int[] solution(int m, int n, int[][] picture) {
        int numberOfArea = 0;
        int maxSizeOfOneArea = 0;

        int[] answer = new int[2];
        answer[0] = numberOfArea;
        answer[1] = maxSizeOfOneArea;
        return answer;
    }
}"
선입 선출 스케줄링,"n | cores | result
--- | --- | ---
6 | [1,2,3] | 2","class Solution {
    public int solution(int n, int[] cores) {
        int answer = 0;
        return answer;
    }
}"
징검다리,"제거한 바위의 위치 | 각 바위 사이의 거리 | 거리의 최솟값
--- | --- | ---
[21, 17] | [2, 9, 3, 11] | 2
[2, 21] | [11, 3, 3, 8] | 3
[2, 11] | [14, 3, 4, 4] | 3
[11, 21] | [2, 12, 3, 8] | 2
[2, 14] | [11, 6, 4, 4] | 4

distance | rocks | n | return
--- | --- | --- | ---
25 | [2, 14, 11, 21, 17] | 2 | 4","class Solution {
    public int solution(int distance, int[] rocks, int n) {
        int answer = 0;
        return answer;
    }
}"
가장 많이 받은 선물,"friends | gifts | result
--- | --- | ---
[""muzi"", ""ryan"", ""frodo"", ""neo""] | [""muzi frodo"", ""muzi frodo"", ""ryan muzi"", ""ryan muzi"", ""ryan muzi"", ""frodo muzi"", ""frodo ryan"", ""neo muzi""] | 2
[""joy"", ""brad"", ""alessandro"", ""conan"", ""david""] | [""alessandro brad"", ""alessandro joy"", ""alessandro conan"", ""david alessandro"", ""alessandro david""] | 4
[""a"", ""b"", ""c""] | [""a b"", ""b a"", ""c a"", ""a c"", ""a c"", ""c a""] | 0

↓준 사람 \ 받은 사람→ | muzi | ryan | frodo | neo
--- | --- | --- | --- | ---
muzi | - | 0 | 2 | 0
ryan | 3 | - | 0 | 0
frodo | 1 | 1 | - | 0
neo | 1 | 0 | 0 | -

이름 | 준 선물 | 받은 선물 | 선물 지수
--- | --- | --- | ---
muzi | 2 | 5 | -3
ryan | 3 | 1 | 2
frodo | 2 | 2 | 0
neo | 1 | 0 | 1

↓준 사람 \ 받은 사람→ | joy | brad | alessandro | conan | david
--- | --- | --- | --- | --- | ---
joy | - | 0 | 0 | 0 | 0
brad | 0 | - | 0 | 0 | 0
alessandro | 1 | 1 | - | 1 | 1
conan | 0 | 0 | 0 | - | 0
david | 0 | 0 | 1 | 0 | -

이름 | 준 선물 | 받은 선물 | 선물 지수
--- | --- | --- | ---
joy | 0 | 1 | -1
brad | 0 | 1 | -1
alessandro | 4 | 1 | 3
conan | 0 | 1 | -1
david | 1 | 1 | 0","class Solution {
    public int solution(String[] friends, String[] gifts) {
        int answer = 0;
        return answer;
    }
}"
3 x n 타일링,"n | result
--- | ---
4 | 11","class Solution {
    public int solution(int n) {
        int answer = 0;
        return answer;
    }
}"
2차원 동전 뒤집기,"beginning | target | result
--- | --- | ---
[[0, 1, 0, 0, 0], [1, 0, 1, 0, 1], [0, 1, 1, 1, 0], [1, 0, 1, 1, 0], [0, 1, 0, 1, 0]] | [[0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [0, 0, 1, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 0, 1]] | 5
[[0, 0, 0], [0, 0, 0], [0, 0, 0]] | [[1, 0, 1], [0, 0, 0], [0, 0, 0]] | -1","class Solution {
    public int solution(int[][] beginning, int[][] target) {
        int answer = 0;
        return answer;
    }
}"
최적의 행렬 곱셈,"matrix_sizes | result
--- | ---
[[5,3],[3,10],[10,6]] | 270","class Solution {
    public int solution(int[][] matrix_sizes) {
        int answer = 0;
        return answer;
    }
}"
블록 이동하기,"board | result
--- | ---
[[0, 0, 0, 1, 1],[0, 0, 0, 1, 0],[0, 1, 0, 1, 1],[1, 1, 0, 0, 1],[0, 0, 0, 0, 0]] | 7","class Solution {
    public int solution(int[][] board) {
        int answer = 0;
        return answer;
    }
}"
모두 0으로 만들기,"a | edges | result
--- | --- | ---
[-5,0,2,1,2] | [[0,1],[3,4],[2,3],[0,3]] | 9
[0,1,0] | [[0,1],[1,2]] | -1","class Solution {
    public long solution(int[] a, int[][] edges) {
        long answer = -2;
        return answer;
    }
}"
봉인된 주문,"n | bans | result
--- | --- | ---
30 | [""d"", ""e"", ""bb"", ""aa"", ""ae""] | ""ah""
7388 | [""gqk"", ""kdn"", ""jxj"", ""jxi"", ""fug"", ""jxg"", ""ewq"", ""len"", ""bhc""] | ""jxk""

그룹 | 총점 | 추가 제한 사항
--- | --- | ---
#1 | 15% | n≤ 1,000,bans의 길이 ≤ 100
#2 | 15% | n≤ 1,000,000
#3 | 70% | 추가 제한 사항 없음","class Solution {
    public String solution(long n, String[] bans) {
        String answer = """";
        return answer;
    }
}"
산 모양 타일링,"n | tops | result
--- | --- | ---
4 | [1, 1, 0, 1] | 149
2 | [0, 1] | 11
10 | [0, 0, 0, 0, 0, 0, 0, 0, 0, 0] | 7704","class Solution {
    public int solution(int n, int[] tops) {
        int answer = 0;
        return answer;
    }
}"
가사 검색,"words | queries | result
--- | --- | ---
[""frodo"", ""front"", ""frost"", ""frozen"", ""frame"", ""kakao""] | [""fro??"", ""????o"", ""fr???"", ""fro???"", ""pro?""] | [3, 2, 4, 1, 0]","class Solution {
    public int[] solution(String[] words, String[] queries) {
        int[] answer = {};
        return answer;
    }
}"
코딩 테스트 공부,"alp | cop | problems | result
--- | --- | --- | ---
10 | 10 | [[10,15,2,1,2],[20,20,3,3,4]] | 15
0 | 0 | [[0,0,2,1,2],[4,5,3,1,2],[4,11,4,0,2],[10,4,0,4,2]] | 13","class Solution {
    public int solution(int alp, int cop, int[][] problems) {
        int answer = 0;
        return answer;
    }
}"
등대,"n | lighthouse | result
--- | --- | ---
8 | [[1, 2], [1, 3], [1, 4], [1, 5], [5, 6], [5, 7], [5, 8]] | 2
10 | [[4, 1], [5, 1], [5, 6], [7, 6], [1, 2], [1, 3], [6, 8], [2, 9], [9, 10]] | 3","class Solution {
    public int solution(int n, int[][] lighthouse) {
        int answer = 0;
        return answer;
    }
}"
단어 퍼즐,"strs | t | result
--- | --- | ---
[""ba"",""na"",""n"",""a""] | ""banana"" | 3
[""app"",""ap"",""p"",""l"",""e"",""ple"",""pp""] | ""apple"" | 2
[""ba"",""an"",""nan"",""ban"",""n""] | ""banana"" | -1","class Solution {
    public int solution(String[] strs, String t) {
        int answer = 0;

        // [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
        System.out.println(""Hello Java"");

        return answer;
    }
}"
도넛과 막대 그래프,"edges | result
--- | ---
[[2, 3], [4, 3], [1, 1], [2, 1]] | [2, 1, 1, 0]
[[4, 11], [1, 12], [8, 3], [12, 7], [4, 2], [7, 11], [4, 8], [9, 6], [10, 11], [6, 10], [3, 5], [11, 1], [5, 3], [11, 9], [3, 8]] | [4, 0, 1, 2]","class Solution {
    public int[] solution(int[][] edges) {
        int[] answer = {};
        return answer;
    }
}"
중요한 단어를 스포 방지,"그룹 | 총점 | 추가 제한 사항
--- | --- | ---
#1 | 7% | message의 모든 단어는 중복없이 한 번씩만 등장합니다.
#2 | 13% | 모든 스포 방지 구간은 각각 정확히 한 단어의 시작과 끝을 가리킵니다.spoiler_ranges의 길이 = 1
#3 | 45% | 모든 스포 방지 구간은 각각 정확히 한 단어의 시작과 끝을 가리킵니다.
#4 | 35% | 추가 제한 사항 없음

message | spoiler_ranges | result
--- | --- | ---
""here is muzi here is a secret message"" | [[0, 3], [23, 28]] | 1
""my phone number is 01012345678 and may i have your phone number"" | [[5, 5], [25, 28], [34, 40], [53, 59]] | 4","class Solution {
    public int solution(String message, int[][] spoiler_ranges) {
        int answer = 0;
        return answer;
    }
}"
단체사진 찍기,"n | data | answer
--- | --- | ---
2 | [""N~F=0"", ""R~T>2""] | 3648
2 | [""M~C<2"", ""C~M>1""] | 0","class Solution {
    public int solution(int n, String[] data) {
        int answer = 0;
        return answer;
    }
}"
억억단을 외우자,"e | starts | result
--- | --- | ---
8 | [1,3,7] | [6,6,8]","class Solution {
    public int[] solution(int e, int[] starts) {
        int[] answer = {};
        return answer;
    }
}"
유사 칸토어 비트열,"n | l | r | result
--- | --- | --- | ---
2 | 4 | 17 | 8","class Solution {
    public int solution(int n, long l, long r) {
        int answer = 0;
        return answer;
    }
}"
주사위 고르기,"주사위 | 구성
--- | ---
#1 | [1, 2, 3, 4, 5, 6]
#2 | [3, 3, 3, 3, 4, 4]
#3 | [1, 3, 3, 4, 4, 4]
#4 | [1, 1, 4, 4, 5, 5]

A의 주사위 | 승 | 무 | 패
--- | --- | --- | ---
#1, #2 | 596 | 196 | 504
#1, #3 | 560 | 176 | 560
#1, #4 | 616 | 184 | 496
#2, #3 | 496 | 184 | 616
#2, #4 | 560 | 176 | 560
#3, #4 | 504 | 196 | 596

dice | result
--- | ---
[[1, 2, 3, 4, 5, 6], [3, 3, 3, 3, 4, 4], [1, 3, 3, 4, 4, 4], [1, 1, 4, 4, 5, 5]] | [1, 4]
[[1, 2, 3, 4, 5, 6], [2, 2, 4, 4, 6, 6]] | [2]
[[40, 41, 42, 43, 44, 45], [43, 43, 42, 42, 41, 41], [1, 1, 80, 80, 80, 80], [70, 70, 1, 1, 70, 70]] | [1, 3]

주사위 | 구성
--- | ---
#1 | [1, 2, 3, 4, 5, 6]
#2 | [2, 2, 4, 4, 6, 6]

주사위 결과 | 1 (B) | 2 (B) | 3 (B) | 4 (B) | 5 (B) | 6  (B)
--- | --- | --- | --- | --- | --- | ---
2 (A) | 승 | 무 | 패 | 패 | 패 | 패
2 (A) | 승 | 무 | 패 | 패 | 패 | 패
4 (A) | 승 | 승 | 승 | 무 | 패 | 패
4 (A) | 승 | 승 | 승 | 무 | 패 | 패
6 (A) | 승 | 승 | 승 | 승 | 승 | 무
6 (A) | 승 | 승 | 승 | 승 | 승 | 무

주사위 | 구성
--- | ---
#1 | [40, 41, 42, 43, 44, 45]
#2 | [43, 43, 42, 42, 41, 41]
#3 | [1, 1, 80, 80, 80, 80]
#4 | [70, 70, 1, 1, 70, 70]

A의 주사위 | 승 | 무 | 패
--- | --- | --- | ---
#1, #2 | 704 | 16 | 576
#1, #3 | 936 | 24 | 336
#1, #4 | 360 | 24 | 912
#2, #3 | 912 | 24 | 360
#2, #4 | 336 | 24 | 936
#3, #4 | 576 | 16 | 704","class Solution {
    public int[] solution(int[][] dice) {
        int[] answer = {};
        return answer;
    }
}"
[1차] 추석 트래픽,,"class Solution {
    public int solution(String[] lines) {
        int answer = 0;
        return answer;
    }
}"
공 이동 시뮬레이션,"n | m | x | y | queries | result
--- | --- | --- | --- | --- | ---
2 | 2 | 0 | 0 | [[2,1],[0,1],[1,1],[0,1],[2,1]] | 4
2 | 5 | 0 | 1 | [[3,1],[2,2],[1,1],[2,3],[0,1],[2,1]] | 2","class Solution {
    public long solution(int n, int m, int x, int y, int[][] queries) {
        long answer = -1;
        return answer;
    }
}"
당구 연습,"m | n | startX | startY | balls | result
--- | --- | --- | --- | --- | ---
10 | 10 | 3 | 7 | [[7, 7], [2, 7], [7, 3]] | [52, 37, 116]","class Solution {
    public int[] solution(int m, int n, int startX, int startY, int[][] balls) {
        int[] answer = {};
        return answer;
    }
}"
n + 1 카드게임,"coin | cards | result
--- | --- | ---
4 | [3, 6, 7, 2, 1, 10, 5, 9, 8, 12, 11, 4] | 5
3 | [1, 2, 3, 4, 5, 8, 6, 7, 9, 10, 11, 12] | 2
2 | [5, 8, 1, 2, 9, 4, 12, 11, 3, 10, 6, 7] | 4
10 | [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18] | 1","class Solution {
    public int solution(int coin, int[] cards) {
        int answer = 0;
        return answer;
    }
}"
매칭 점수,,"class Solution {
    public int solution(String word, String[] pages) {
        int answer = 0;
        return answer;
    }
}"
숫자 타자 대회,"numbers | result
--- | ---
""1756"" | 10
""5123"" | 8","class Solution {
    public int solution(String numbers) {
        int answer = 0;
        return answer;
    }
}"
지형 편집,"land | P | Q | result
--- | --- | --- | ---
[[1, 2], [2, 3]] | 3 | 2 | 5
[[4, 4, 3], [3, 2, 2], [ 2, 1, 0 ]] | 5 | 3 | 33","public class Solution {
    public long solution(int[][] land, int P, int Q) {
        long answer = -1;
        return answer;
    }
}"
블록 게임,"board | result
--- | ---
[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,4,0,0,0],[0,0,0,0,0,4,4,0,0,0],[0,0,0,0,3,0,4,0,0,0],[0,0,0,2,3,0,0,0,5,5],[1,2,2,2,3,3,0,0,0,5],[1,1,1,0,0,0,0,0,0,5]] | 2","class Solution {
    public int solution(int[][] board) {
        int answer = 0;
        return answer;
    }
}"
카드 짝 맞추기,"board | r | c | result
--- | --- | --- | ---
[[1,0,0,3],[2,0,0,0],[0,0,0,2],[3,0,1,0]] | 1 | 0 | 14
[[3,0,0,2],[0,0,1,0],[0,1,0,0],[2,0,0,3]] | 0 | 1 | 16","class Solution {
    public int solution(int[][] board, int r, int c) {
        int answer = 0;
        return answer;
    }
}"
[PCCP 기출문제] 4번 / 수레 움직이기,"maze[i][j] | 의미
--- | ---
0 | 빈칸
1 | 빨간 수레의 시작 칸
2 | 파란 수레의 시작 칸
3 | 빨간 수레의 도착 칸
4 | 파란 수레의 도착 칸
5 | 벽

maze | result
--- | ---
[[1, 4], [0, 0], [2, 3]] | 3
[[1, 0, 2], [0, 0, 0], [5, 0 ,5], [4, 0, 3]] | 7
[[1, 5], [2, 5], [4, 5], [3, 5]] | 0
[[4, 1, 2, 3]] | 0","class Solution {
    public int solution(int[][] maze) {
        int answer = 0;
        return answer;
    }
}"
[PCCP 기출문제] 4번 / 수식 복원하기,"expressions | result
--- | ---
[""14 + 3 = 17"", ""13 - 6 = X"", ""51 - 5 = 44""] | [""13 - 6 = 5""]
[""1 + 1 = 2"", ""1 + 3 = 4"", ""1 + 5 = X"", ""1 + 2 = X""] | [""1 + 5 = ?"", ""1 + 2 = 3""]
[""10 - 2 = X"", ""30 + 31 = 101"", ""3 + 3 = X"", ""33 + 33 = X""] | [""10 - 2 = 4"", ""3 + 3 = 10"", ""33 + 33 = 110""]
[""2 - 1 = 1"", ""2 + 2 = X"", ""7 + 4 = X"", ""5 - 5 = X""] | [""2 + 2 = 4"", ""7 + 4 = ?"", ""5 - 5 = 0""]
[""2 - 1 = 1"", ""2 + 2 = X"", ""7 + 4 = X"", ""8 + 4 = X""] | [""2 + 2 = 4"", ""7 + 4 = 12"", ""8 + 4 = 13""]","class Solution {
    public String[] solution(String[] expressions) {
        String[] answer = {};
        return answer;
    }
}"
힌트 스테이지,"스테이지\힌트권 사용 수 | 0 | 1 | 2 | 3 | 4
--- | --- | --- | --- | --- | ---
스테이지 #1 | 160 | 140 | 120 | 110 | 60
스테이지 #2 | 290 | 270 | 260 | 120 | 10
스테이지 #3 | 160 | 130 | 120 | 60 | 20
스테이지 #4 | 160 | 120 | 80 | 70 | 20
스테이지 #5 | 110 | 70 | 60 | 30 | 20

스테이지 | 판매 가격 | 힌트권 번호
--- | --- | ---
스테이지 #1 | 40 | #2, #3
스테이지 #2 | 40 | #5, #3
스테이지 #3 | 20 | #5, #4
스테이지 #4 | 50 | #5, #5

그룹 | 총점 | 추가 제한 사항
--- | --- | ---
#1 | 30% | k= 1
#2 | 20% | hint[i][0]= 0
#3 | 50% | 추가 제한 사항 없음

cost | hint | result
--- | --- | ---
[[160, 140, 120, 110, 60], [290, 270, 260, 120, 10], [160, 130, 120, 60, 20], [160, 120, 80, 70, 20], [110, 70, 60, 30, 20]] | [[40, 2, 3], [40, 5, 3], [20, 5, 4], [50, 5, 5]] | 810
[[110, 100, 90, 80, 70, 50, 10], [170, 160, 150, 140, 130, 110, 30], [260, 250, 190, 180, 170, 130, 100], [170, 150, 120, 90, 60, 40, 30], [220, 140, 110, 100, 70, 60, 50], [290, 180, 150, 130, 100, 20, 10], [110, 100, 90, 70, 50, 40, 30]] | [[40, 3, 4, 3], [80, 3, 7, 4], [40, 7, 6, 5], [40, 7, 5, 5], [50, 6, 7, 6], [30, 7, 7, 7]] | 1080
[[290, 270, 170, 100, 60, 20], [210, 190, 180, 170, 120, 80], [200, 180, 170, 80, 40, 20], [100, 90, 70, 60, 40, 10], [230, 200, 170, 150, 90, 80], [150, 100, 80, 60, 40, 10]] | [[230, 2, 2, 2, 2], [330, 5, 3, 4, 3], [180, 5, 4, 4, 6], [280, 5, 5, 6, 6], [260, 6, 6, 6, 6]] | 1180
[[49250, 42271, 40724, 36310, 32560, 30670, 24100, 10378], [58510, 56101, 54078, 32864, 31443, 19451, 18098, 7187], [68812, 66112, 65024, 60529, 53992, 39865, 31325, 17700], [13768, 12866, 11379, 10425, 6853, 6176, 5655, 2556], [51748, 48647, 41478, 39756, 25302, 18081, 16504, 811], [52690, 34113, 32370, 29555, 19343, 11763, 7566, 5962], [9306, 9190, 8196, 7573, 6275, 4723, 1316, 212], [40713, 40158, 31449, 22349, 20956, 20377, 19489, 14450]] | [[0, 2, 4, 6, 2], [0, 6, 3, 3, 4], [0, 6, 4, 5, 5], [0, 7, 5, 8, 7], [0, 7, 7, 7, 7], [0, 7, 7, 7, 8], [0, 8, 8, 8, 8]] | 267789
[[330, 300, 277, 162, 126], [640, 392, 358, 345, 231], [960, 872, 678, 392, 113], [210, 195, 176, 42, 37], [980, 964, 623, 327, 154]] | [[976, 2, 2, 3, 5, 3, 3], [746, 3, 3, 3, 3, 4, 3], [319, 5, 4, 4, 4, 4, 4], [966, 5, 5, 5, 5, 5, 5]] | 3004
[[230, 223, 192, 93, 59, 33], [290, 240, 193, 117, 113, 42], [950, 908, 796, 598, 574, 328], [720, 692, 588, 237, 102, 61], [780, 569, 522, 450, 337, 293], [850, 837, 768, 568, 382, 124]] | [[158, 2, 2, 3], [260, 5, 4, 3], [268, 4, 4, 4], [426, 5, 5, 6], [330, 6, 6, 6]] | 3426

스테이지\힌트권 사용 수 | 0 | 1 | 2 | 3 | 4 | 5 | 6
--- | --- | --- | --- | --- | --- | --- | ---
스테이지 #1 | 110 | 100 | 90 | 80 | 70 | 50 | 10
스테이지 #2 | 170 | 160 | 150 | 140 | 130 | 110 | 30
스테이지 #3 | 260 | 250 | 190 | 180 | 170 | 130 | 100
스테이지 #4 | 170 | 150 | 120 | 90 | 60 | 40 | 30
스테이지 #5 | 220 | 140 | 110 | 100 | 70 | 60 | 50
스테이지 #6 | 290 | 180 | 150 | 130 | 100 | 20 | 10
스테이지 #7 | 110 | 100 | 90 | 70 | 50 | 40 | 30

스테이지 | 판매 가격 | 힌트권 번호
--- | --- | ---
스테이지 #1 | 40 | #3, #4, #3
스테이지 #2 | 80 | #3, #7, #4
스테이지 #3 | 40 | #7, #6, #5
스테이지 #4 | 40 | #7, #5, #5
스테이지 #5 | 50 | #6, #7, #6
스테이지 #6 | 30 | #7, #7, #7","class Solution {
    public int solution(int[][] cost, int[][] hint) {
        int answer = 0;
        return answer;
    }
}"
동굴 탐험,"n | path | order | result
--- | --- | --- | ---
9 | [[0,1],[0,3],[0,7],[8,1],[3,6],[1,2],[4,7],[7,5]] | [[8,5],[6,7],[4,1]] | true
9 | [[8,1],[0,1],[1,2],[0,7],[4,7],[0,3],[7,5],[3,6]] | [[4,1],[5,2]] | true
9 | [[0,1],[0,3],[0,7],[8,1],[3,6],[1,2],[4,7],[7,5]] | [[4,1],[8,7],[6,5]] | false","class Solution {
    public boolean solution(int n, int[][] path, int[][] order) {
        boolean answer = true;
        return answer;
    }
}"
